Sentence,Emotion,Translated
"Yeah. That's what you really want. Yeah, I don't want to be the reason you're unhappy, that would just make me unhappy, and I really don't want to be the reason I'm unhappy.",happiness,"Ouais.C'est ce que vous voulez vraiment.Ouais, je ne veux pas être la raison pour laquelle tu es malheureux, ça me rendrait malheureux, et je ne veux vraiment pas être la raison pour laquelle je suis malheureux."
Thank you.,happiness,Merci.
"Besides, it might be kinda fun to form the new A-Team.",happiness,"De plus, il pourrait être un peu amusant de former la nouvelle équipe A."
"Oh, hi Mrs. Lynch! Is Joanna in already?",neutral,"Oh, salut Mme Lynch!Joanna est déjà dans?"
Oh my goodness! You haven't heard!,happiness,Oh mon Dieu!Vous n'avez pas entendu!
Heard what?,happiness,Entendu quoi?
Joanna passed away last night.,sadness,Joanna est décédée hier soir.
Oh my God! How?!,sadness,Oh mon Dieu!Comment?!
"Well, she was leaving work and she was hit by a cab.",fear,"Eh bien, elle quittait le travail et elle a été frappée par un taxi."
"Oh my God! Oh, I cannot believe it!",sadness,"Oh mon Dieu!Oh, je ne peux pas le croire!"
I know!,happiness,Je sais!
"Oh, God. Oh, God. Oh God.",sadness,"Oh, Dieu.Oh, Dieu.Oh mon Dieu."
I didn't realize that she was so close.,sadness,Je ne savais pas qu'elle était si proche.
"Yes, so close. Mrs. Lynch, I know that this is an emotional and difficult time, for all of us. But by any chance did Joanna send any paperwork your way before... it happened.",happiness,"Oui, si proche.Mme Lynch, je sais que c'est une période émotionnelle et difficile, pour nous tous.Mais par hasard, Joanna a envoyé des documents avant ... c'est arrivé."
"No. Nothing. Imagine, if she had just stepped off that curb a few seconds later.",sadness,"Non. Rien.Imaginez, si elle venait de quitter ce trottoir quelques secondes plus tard."
"Yes-yes, just a few seconds and she'd still be with us-nothing about an assistant buyer?",sadness,"Oui-oui, quelques secondes et elle serait toujours avec nous, sans un acheteur adjoint?"
"No, I'm sorry. I have to go.",sadness,"Non, je suis désolé.Je dois y aller."
Good morning!,happiness,Bonjour!
"Oh, Sophie, I guess you didn't hear about Joanna...",neutral,"Oh, Sophie, je suppose que tu n'as pas entendu parler de Joanna ..."
I sure did!,happiness,Je l'ai fait!
Oh my God! I can't believe my little brother is married!,happiness,Oh mon Dieu!Je ne peux pas croire que mon petit frère est marié!
Oh I know!!,happiness,Oh je sais !!
"You guys, why didn't you tell me you were eloping?",fear,"Vous les gars, pourquoi ne m'avez-vous pas dit que vous vous éloigniez?"
"'Cause it just sorta happened, y'know we were at the courthouse, we were having lunch...",sadness,"Parce que c'est juste en quelque sorte arrivé, vous savez que nous étions au palais de justice, nous avons déjeuné ..."
"Wait, wait, why were you at the courthouse?",fear,"Attendez, attendez, pourquoi étiez-vous au palais de justice?"
"We were having lunch. Yeah and then all of the sudden we were like, ""Hey! Y'know, we're here, having lunch let's get married!",happiness,"Nous déjeunerons.Ouais et puis tout à coup, nous nous sommes dit: ""Hé! Tu sais, nous sommes là, nous déjeunerons-nous!"
"Wow, a year and a half ago I didn't even know I had a brother, and now I have a sister too. Okay. Okay. Stop it, don't. So, I gotta get you a gift now. Is there anything you need?",happiness,"Wow, il y a un an et demi, je ne savais même pas que j'avais un frère, et maintenant j'ai aussi une sœur.D'accord.D'accord.Arrêtez-le, non.Donc, je dois vous offrir un cadeau maintenant.Y a-t-il quelque chose dont vous avez besoin?"
"Uhh, yeah.",neutral,"Euh, ouais."
"We've been trying to get pregnant, uh pretty much ever since we got engaged, we thought we'd get a jump on things, y'know no one's getting any younger.",happiness,"Nous essayons de tomber enceinte, euh à peu près depuis que nous nous sommes fiancés, nous avons pensé que nous avions un saut sur les choses, vous savez que personne ne devient plus jeune."
"See the thing is umm, we're not able to y'know, uh, conceive.",neutral,"Voir la chose est umm, nous ne savons pas que vous savez, euh, concevez."
"And we've tried everything, we've seen a bunch of doctors.",neutral,"Et nous avons tout essayé, nous avons vu un tas de médecins."
"Yeah, and they-and they say that our-that our only chance to have a baby is that if they take my sperm, her egg and put it together in a dish and then put it into another girl. So we were wondering if you could be the girl that we could put it into.",happiness,"Oui, et ils disent que notre seule chance d'avoir un bébé est que s'ils prennent mon sperme, son œuf et le mettent ensemble dans un plat et le mettent dans une autre fille.Nous nous demandons donc si vous pouviez être la fille dans laquelle nous pourrions le mettre."
That's a really nice gift. I was thinking of like a gravy boat.,happiness,C'est un très beau cadeau.Je pensais à un bateau de sauce.
It's open! Come in!,happiness,C'est ouvert!Entrez!
Hi!,neutral,Salut!
Hi!,happiness,Salut!
"I'm sorry, I'm late.",fear,"Je suis désolé, je suis en retard."
"Oh, that's okay, it gave me time to finish glazing my nipples.",happiness,"Oh, ça va, ça m'a donné le temps de terminer le vitrage de mes mamelons."
Wow! You really go all out when you're expecting company.,fear,Ouah!Vous faites vraiment tout votre tour lorsque vous vous attendez à une compagnie.
"No, I was working on my pottery.",happiness,"Non, je travaillais sur ma poterie."
"Oh! Ooh! Oh, I didn't know that you did...pot.",fear,"Oh!Ooh!Oh, je ne savais pas que tu faisais ... Pot."
"Well, yeah, mostly nudes. It combines my two passions, pottery and erotica.",happiness,"Eh bien, oui, principalement des nus.Il combine mes deux passions, la poterie et l'érotisme."
"Ooh, erotiery!",fear,"Ooh, érotude!"
Hey! Okay! Well thanks for coming out to see me. I just-I just thought it would be a very good idea to talk about this baby stuff in person. Y'know...,fear,Hé!D'accord!Merci d'être venu me voir.J'ai juste pensé que ce serait une très bonne idée de parler de ce truc de bébé en personne.Tu sais ...
Okay.,happiness,D'accord.
"I really don't think it's a very good idea, Phoebe.",fear,"Je ne pense vraiment pas que ce soit une très bonne idée, Phoebe."
Why not?,fear,Pourquoi pas?
"Well, because you'd be giving up a baby, and I-I really don't-I don't know if there's anything I can say that could make you understand the pain of giving up a baby. So, umm,",fear,"Eh bien, parce que vous abandonneriez un bébé, et je-je ne le fais pas - je ne sais pas s'il y a quelque chose que je peux dire qui pourrait vous faire comprendre la douleur de renoncer à un bébé.Alors, euh,"
Oh no! No-no! I understand the pain! Don't-don't hurt the puppy.,fear,Oh non!Non-non!Je comprends la douleur!Ne vous blessez pas au chiot.
"No-no-no, the-the puppy's yours.",fear,"Non-non, le chiot est le vôtre."
"Oh, I get a puppy!!",happiness,"Oh, j'ai un chiot !!"
"Well, yeah! I mean yeah, but only for three days.",happiness,"Eh bien, ouais!Je veux dire oui, mais seulement pendant trois jours."
Why?,fear,Pourquoi?
"I realise I don't have any right to start get all parenty on you and everything now, but umm, uhh... Phoebe, would you please look at me and not the puppy, it's very important.",happiness,"Je me rends compte que je n'ai pas le droit de commencer à obtenir tous les ventilateurs sur vous et tout maintenant, mais uh, euh ... Phoebe, voudriez-vous me regarder et pas le chiot, c'est très important."
Okay.,happiness,D'accord.
"I mean, I know what I'm talking about. I gave up two babies, and I only wish I had someone there that had given up babies, that could tell me how terrible it is to give up babies. I just think that, it would be something you will regret every single day for the rest of your life. So, how ever hard it is to give up this puppy, it would be like a million times harder to give up a child. I really shouldn't have given you the puppy first.",happiness,"Je veux dire, je sais de quoi je parle.J'ai abandonné deux bébés, et j'aimerais seulement avoir quelqu'un qui avait abandonné les bébés, qui pouvaient me dire à quel point il est terrible d'abandonner les bébés.Je pense juste que ce serait quelque chose que vous regretterez chaque jour pour le reste de votre vie.Donc, combien il est difficile d'abandonner ce chiot, ce serait un million de fois plus difficile d'abandonner un enfant.Je n'aurais vraiment pas dû te donner le chiot en premier."
"All right, I'm sorry.",sadness,"Très bien, je suis désolé."
"Uhh, do you mind sitting there. I'm-I'm saving this for my friend Ross.",neutral,"Euh, ça vous dérange assis là.Je suis - je sauve ça pour mon ami Ross."
You mean Dr. Geller?,neutral,Vous voulez dire le Dr Geller?
Doctor? Wow! I didn't know he had a nickname.,happiness,Médecin?Ouah!Je ne savais pas qu'il avait un surnom.
"Oh, he won't sit here. Only the people in the white coats sit over there, and only the people in the blue blazers sit here.",happiness,"Oh, il ne restera pas ici.Seules les gens des manteaux blancs s'assoient là-bas, et seuls les gens des blazers bleus sont assis ici."
"Well, how-how come?",happiness,"Eh bien, comment venir?"
That's just the way it is.,happiness,C'est comme ça.
That's crazy.,happiness,C'est fou.
"Maybe it's crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now. See that scientist in the classes, he and I used to play together all the time in grade school, but now... Peter! Hey, Peter! It's me Rhonda! From PS-129! I shared my puddin' which you man! I gave you my Snack Pack! See, he pretend he don't even here me!",happiness,"Peut-être que c'est fou dans un monde parfait, un monde sans blouse de laboratoire ni blazers, mais vous n'êtes pas dans un monde parfait, vous dans un musée maintenant.Voyez ce scientifique dans les classes, lui et moi jouions ensemble tout le temps à l'école primaire, mais maintenant ... Peter!Hé, Peter!C'est moi Rhonda!De PS-129!J'ai partagé mon puddin que vous homme!Je vous ai donné mon pack de collations!Vous voyez, il prétend qu'il ne fait même pas ici!"
"I-I think everybody's pretending they don't hear you. Anyway, look, I don't know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I'm telling you, he will sit in it! Ross! Ross! Over here, man! I-I saved you seat.",happiness,"Je-je pense que tout le monde prétend ne pas t'entendre.Quoi qu'il en soit, regardez, je ne sais pas pour vous et vos vestes et vos tables séparées, mais Ross est l'un de mes meilleurs amis, et si je lui sauve un siège, je vous le dis, il s'asseyera!Ross!Ross!Ici, mec!I-Je t'ai sauvé le siège."
"That's okay, I'm cool over here. I'll catch up with you later, Joey.",happiness,"C'est bon, je suis cool ici.Je te rattraperai plus tard, Joey."
"Op, this is saved. Gift shop.",happiness,"OP, ceci est sauvé.Boutique de cadeaux."
"Hey, uh, I'm really, really sorry about what happened in the cafeteria today.",sadness,"Hé, euh, je suis vraiment, vraiment désolé de ce qui s'est passé dans la cafétéria aujourd'hui."
"It's no big deal. Hey, y'know, you do what you gotta do. Right?",happiness,"Ce n'est pas grave.Hé, tu sais, tu fais ce que tu dois faire.Droite?"
"But hey, it's not just me, I mean the scientists and the tour guides never sit together.",neutral,"Mais bon, ce n'est pas seulement moi, je veux dire que les scientifiques et les guides touristiques ne sont jamais assis ensemble."
Whatever.,anger,Peu importe.
"It's like that everywhere, Joey! Okay, Mon, back me up here. Where you work the uh, waiters eat with the waiters, right? And the chefs eat with the other chefs, right?",happiness,"C'est comme ça partout, Joey!D'accord, lun, me soutient ici.Où travaillez-vous les serveurs mangent avec les serveurs, non?Et les chefs mangent avec les autres chefs, non?"
I eat by myself in the alley because everybody hates me.,sadness,Je mange par moi-même dans l'allée parce que tout le monde me déteste.
"Look, Ross, really it's-it's no big deal. Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it. Y'know, hey I understand. Y'know? Hey, when I'm in a play and you're in the audience, I don't talk to you, right? So it's y'know, it's uh, it's cool. I'll see you tomorrow.",happiness,"Regardez, Ross, vraiment ce n'est pas grave.Vous savez que vous portez un manteau blanc, je porte un blazer bleu, si cela signifie que nous ne pouvons pas être amis au travail, alors tant pis.Tu sais, hé je comprends.Tu sais?Hé, quand je suis dans une pièce et que tu es dans le public, je ne te parle pas, non?Donc c'est tu sais, c'est euh, c'est cool.Je te verrai demain."
"Yeah, when we're in the audience he doesn't talk to us, but he does wave.",sadness,"Oui, quand nous sommes dans le public, il ne nous parle pas, mais il fait signe."
"Dr. Geller, there's a seat over here.",fear,"Dr Geller, il y a un siège ici."
"Thank you, Dr. Phillips, but I'm having my lunch at this table, here in the middle. I'm having lunch right here, with my good friend Joey, if he'll sit with me.",happiness,"Merci, Dr Phillips, mais je prends mon déjeuner à cette table, ici au milieu.Je déjeune ici, avec mon bon ami Joey, s'il s'asseoir avec moi."
